YEAR,tenure,ami_group,total_hh,total_hh_se,cost_burdened_30,cost_burdened_30_se,cost_burdened_50,cost_burdened_50_se,pct_cost_burdened_30,pct_cost_burdened_50
2006,Owned or being bought (loan),0-30,75320,2937.584628847405,62715,2702.294653091912,50535,2505.2429242025637,0.8326473712161444,0.6709373340414233
2006,Owned or being bought (loan),30-50,103678,3574.8856870754944,60770,2847.9943501011426,36548,2255.173199633278,0.586141707980478,0.35251451609791856
2006,Owned or being bought (loan),50-80,194920,4852.021530493781,109521,3798.9541090399844,38831,2322.2286946622703,0.561876667350708,0.19921506258978042
2006,Owned or being bought (loan),80-100,137708,4094.7601485403466,55823,2685.147178599633,9654,1186.0531840588053,0.40537223690707874,0.07010485955790513
2006,Owned or being bought (loan),100+,751442,9209.095734516335,109727,3595.543528236587,9185,992.7418719675699,0.1460219151977132,0.01222316559361867
2006,Rented,0-30,135933,4776.596653774955,107875,4280.840413326517,84987,3781.356452230144,0.793589488939404,0.6252124208249652
2006,Rented,30-50,110375,4535.329312859315,69999,3614.523349458852,18157,1867.8701667027806,0.6341925254813137,0.16450283125707815
2006,Rented,50-80,139967,5059.296338711229,34708,2512.1242251665362,3822,766.6010885961518,0.2479727364307301,0.02730643651717905
2006,Rented,80-100,58098,3037.0774158100926,4027,690.8556101609591,965,323.12027716401946,0.06931391786292126,0.016609866088333505
2006,Rented,100+,119589,4531.7398763468345,4007,897.7075398701425,892,375.37206785468044,0.03350642617632056,0.007458879997324168
2007,Owned or being bought (loan),0-30,75165,3120.110256514076,61467,2866.174714743281,46931,2563.0537090537964,0.8177609259628816,0.6243730459655424
2007,Owned or being bought (loan),30-50,89273,3250.842488130077,53928,2612.740793349727,32053,2004.6124194998267,0.6040796209380216,0.35904472796926284
2007,Owned or being bought (loan),50-80,187997,4859.359323027887,101002,3741.1802571642775,39871,2409.627959986779,0.5372532540412879,0.2120831715399714
2007,Owned or being bought (loan),80-100,139712,4169.320202783693,61141,2873.7519289990482,11267,1225.6867869298724,0.4376216788822721,0.08064446862116353
2007,Owned or being bought (loan),100+,778481,9385.919470397293,116669,3789.5375714105876,12214,1212.1862545596423,0.14986749837182925,0.01568952871039884
2007,Rented,0-30,138125,4845.482241357972,111772,4393.891358499578,90500,3961.0551688149476,0.8092090497737556,0.6552036199095023
2007,Rented,30-50,102145,4374.57732974233,68824,3651.2611336622235,17258,1693.7910999299506,0.6737872632042684,0.1689558960301532
2007,Rented,50-80,126865,4729.559224203655,34528,2520.152118059714,3736,799.0201292057,0.2721633232175935,0.029448626492728492
2007,Rented,80-100,64433,3415.086876666304,4418,751.9983954168159,345,159.23800102221313,0.06856734902922415,0.005354399143296137
2007,Rented,100+,138401,4936.485951999634,4905,960.504564478725,813.9999999999999,379.0706596778784,0.03544049537214326,0.005881460394072296
2008,Owned or being bought (loan),0-30,72011,3002.3383719396134,60835,2744.0457999239848,47158,2479.2501049524176,0.8448014886614545,0.6548721723070087
2008,Owned or being bought (loan),30-50,93771,3434.4168984325443,54729,2766.6967775256617,35395,2327.828918131503,0.5836452634609848,0.3774621151528724
2008,Owned or being bought (loan),50-80,175427,4519.642601030961,93631,3439.295869630758,34597,2117.8789740356815,0.5337319796838571,0.19721593597336784
2008,Owned or being bought (loan),80-100,133330,4053.447814142243,57577,2706.813928824945,13248,1374.8286702704017,0.4318382959573989,0.09936248406210155
2008,Owned or being bought (loan),100+,797925,9521.531351379082,119887,3901.6832602147783,14280,1402.1431882382296,0.1502484569351756,0.0178964188363568
2008,Rented,0-30,142043,5046.561014631461,114998,4627.185757270864,91326,4118.685499209289,0.8095999098864428,0.6429461501094739
2008,Rented,30-50,110425,4392.030954845253,73777,3616.2935378582,18017,1748.2665038852338,0.6681186325560335,0.16316051618745755
2008,Rented,50-80,139411,4871.876420555846,43312,2692.964603364331,5827,908.6558132681718,0.3106784973926017,0.04179727568125901
2008,Rented,80-100,70060,3557.1268291943325,6213,1013.3504287302842,780,308.71116124796356,0.08868113045960606,0.011133314302026834
2008,Rented,100+,140336,4811.794432030155,3553,611.5710297252521,811,273.48379836922976,0.025317808687720898,0.005778987572682704
2009,Owned or being bought (loan),0-30,73484,2919.5737153499567,58679,2613.4785220011877,45199,2322.535756219391,0.7985275706276196,0.6150862772848511
2009,Owned or being bought (loan),30-50,105652,3580.1775190394246,59527,2833.673605332281,39019,2320.2236122173085,0.5634252072842918,0.3693162457880589
2009,Owned or being bought (loan),50-80,191741,4818.446664063261,99202,3649.3167030978443,34638,2169.0318358919226,0.5173750006519211,0.18064993924095524
2009,Owned or being bought (loan),80-100,135060,4128.837714268376,54054,2746.729111827463,9447,1152.835580085207,0.4002221235006664,0.06994669035984007
2009,Owned or being bought (loan),100+,766195,9283.791818892914,100659,3560.230378094386,9473,1025.4470961425345,0.13137517211675878,0.012363693315670292
2009,Rented,0-30,157128,5283.764529564731,129004,4877.349471409569,97161,4213.020290157744,0.8210121684231964,0.6183557354513518
2009,Rented,30-50,112683,4408.3909942123655,77847,3752.7564770624526,22045,2035.7756568271197,0.6908495513963951,0.19563731885022587
2009,Rented,50-80,141445,4866.797299399067,38219,2545.060610493688,4461,795.2821613062738,0.2702039662059458,0.03153876064901552
2009,Rented,80-100,65140,3280.1066358768294,5786,893.1604707307723,686,284.58201379224755,0.08882407123119435,0.0105311636475284
2009,Rented,100+,137209,4739.94248959706,4541,1102.5313315594817,335,166.68763148104247,0.03309549665109432,0.0024415308033729566
2010,Owned or being bought (loan),0-30,85834,3292.744439960176,71605,3030.3569777190996,55107,2706.419282454375,0.8342265302793764,0.6420183144208589
2010,Owned or being bought (loan),30-50,112183,3688.407238806164,64727,2798.2102789273645,38794,2226.8991565923693,0.576976903808955,0.34580997120775875
2010,Owned or being bought (loan),50-80,201107,4998.779059743549,102287,3713.0009075734993,36621,2228.5461761517363,0.5086197894653095,0.1820970925925005
2010,Owned or being bought (loan),80-100,136977,4027.6441556842256,50514,2563.097303736053,8074,961.705923094127,0.3687772399745943,0.058944202311336936
2010,Owned or being bought (loan),100+,743539,9274.247427831702,100582,3629.0099977786726,12464,1288.3745501362143,0.13527467960658418,0.016763074969840183
2010,Rented,0-30,160313,5090.809867682109,130644,4640.868460796722,102425,4080.4413407605516,0.8149307916388565,0.6389063893757836
2010,Rented,30-50,128351,4531.221534445832,85408,3763.096179758427,23245,2032.6008450039556,0.6654252791174202,0.18110493880063264
2010,Rented,50-80,147342,4940.312493188862,42309,2691.6111943751994,4732,843.8329495271798,0.2871482672964939,0.03211575789659432
2010,Rented,80-100,66404,3257.534854254741,6115,994.7594328139144,551,329.4122956139416,0.09208782603457623,0.008297692910065659
2010,Rented,100+,150617,4940.262746621273,5119,866.5636800466278,794,288.42761075499635,0.03398686735229091,0.0052716492826175
2011,Owned or being bought (loan),0-30,85981,3303.724761833885,71663,3056.1385549615675,54045,2697.854660340155,0.8334748374640909,0.6285691024761284
2011,Owned or being bought (loan),30-50,112400,3951.0562812375974,63526,3078.543532426188,35613,2217.197166210785,0.5651779359430605,0.31684163701067614
2011,Owned or being bought (loan),50-80,207169,5581.763597638504,108238,4458.252907675234,34365,2741.7071281037283,0.5224623375118864,0.1658790649180138
2011,Owned or being bought (loan),80-100,135371,4519.403127620201,46323,2818.225843825392,7400,1195.387183374944,0.3421929364487224,0.054664588427358884
2011,Owned or being bought (loan),100+,726303,10403.10300024531,75836,3634.817248826611,8044,1154.1138355871806,0.10441372264743502,0.011075267484782521
2011,Rented,0-30,169675,5458.293922030973,139724,5071.217479778612,109071,4523.036259976565,0.8234801827022249,0.6428230440548107
2011,Rented,30-50,132032,4936.640523083323,89334,4154.081878064969,24489,2236.8161286912377,0.6766087009209889,0.18547776296655355
2011,Rented,50-80,155358,5645.970784232234,45673,3195.9068434627993,5986,1029.9659427250908,0.29398550444779153,0.038530362131335365
2011,Rented,80-100,72547,3695.8314725314776,7697,1217.7673291685462,648,225.64347895919258,0.10609673728755152,0.008932140543371884
2011,Rented,100+,155832,5793.901351265965,5318,1036.2204208877254,829,313.96715131131725,0.03412649519995893,0.005319831613532522
2012,Owned or being bought (loan),0-30,80137,3226.638892869525,64403,2951.4340413789564,49163,2599.4698895812267,0.8036612301433794,0.6134869036774524
2012,Owned or being bought (loan),30-50,109841,3806.76166407177,61402,2940.0353343497854,34335,2252.571623777013,0.5590080206844439,0.3125881956646425
2012,Owned or being bought (loan),50-80,203411,5224.414329443833,94306,3696.7052014680658,27733,1922.0130830163243,0.4636229112486542,0.1363397259735216
2012,Owned or being bought (loan),80-100,138959,4327.060890448384,46167,2724.257947953177,5336,829.7343941563649,0.33223468792953315,0.03839981577299779
2012,Owned or being bought (loan),100+,739142,9810.936616911267,63409,2960.632091618144,6308,888.2950772869709,0.08578730473981995,0.008534219405743415
2012,Rented,0-30,172603,5511.126625578921,136565,4958.585507799961,107529,4448.738563055879,0.791208727542395,0.6229845367693493
2012,Rented,30-50,134555,4918.617301225848,89072,4082.5793173533298,23491,2128.040765408257,0.6619746572033741,0.17458288432239605
2012,Rented,50-80,153802,5313.058658836061,43528,2828.7362118612523,3887,783.1199870572514,0.2830132247955163,0.025272753280191414
2012,Rented,80-100,74308,3663.0451049367084,8496,1252.0482110441255,838,335.11545558789055,0.11433493029014373,0.011277386014964742
2012,Rented,100+,169698,5502.437940745612,5051,830.3844617030929,533,230.725728071185,0.029764640714681375,0.0031408737875520043
2013,Owned or being bought (loan),0-30,82448,3382.6970514261375,66402,3057.839854149121,51128,2712.2233278549984,0.8053803609547836,0.6201241994954395
2013,Owned or being bought (loan),30-50,107101,3908.845399703552,60185,3080.935947681206,33418,2343.6153461100016,0.56194620031559,0.31202323040867963
2013,Owned or being bought (loan),50-80,176426,4764.790708215179,81030,3338.3950591972543,23386,1797.6747548630879,0.45928604627435865,0.13255415868409418
2013,Owned or being bought (loan),80-100,136655,4219.985958507623,43192,2471.654081858419,7245,1055.9369902510275,0.31606600563462733,0.05301672093959241
2013,Owned or being bought (loan),100+,787306,9998.010881574224,61248,2834.104498592161,8451,1111.7467852832322,0.07779440268459786,0.010734072901768817
2013,Rented,0-30,151302,5280.856058187538,124235,4862.3054438107365,99548,4379.826531928806,0.8211061321066476,0.6579423933589774
2013,Rented,30-50,133976,4984.290011393002,90102,4078.281921668023,28130,2153.8459959667443,0.6725234370334985,0.2099629784439004
2013,Rented,50-80,158216,5419.874799194613,55355,3197.229986780632,8023,1224.2406380248076,0.34986979825049297,0.05070915710168378
2013,Rented,80-100,71640,3471.528839038069,8447,1288.7374738187468,1389,498.14691696960307,0.11790898939140146,0.01938860971524288
2013,Rented,100+,176822,5480.408737163046,8093,1276.5016182910088,1865,733.2427075069546,0.04576919161642782,0.010547330083360668
2014,Owned or being bought (loan),0-30,70826,3022.810466746495,59142,2780.6565093392373,45832,2472.190925777307,0.8350323327591562,0.6471069946065005
2014,Owned or being bought (loan),30-50,100922,3664.058243170603,60070,2881.89768647267,34514,2306.4155129415753,0.5952121440320247,0.3419868809575712
2014,Owned or being bought (loan),50-80,182094,4875.4712483018775,80489,3274.668388043555,22964,1682.2703421651627,0.4420189572418641,0.12611069008314388
2014,Owned or being bought (loan),80-100,127659,4055.9261856158414,38495,2327.17726513175,6149,875.8404882754493,0.301545523621523,0.04816738341989205
2014,Owned or being bought (loan),100+,816372,10184.84500000451,64236,2885.1783722252244,5958,887.8975247907092,0.07868471726124855,0.007298143493407417
2014,Rented,0-30,150686,5388.642159255874,124068,4955.08248362831,102483,4561.981825722469,0.8233545253042751,0.6801096319498825
2014,Rented,30-50,120618,4602.5929174502135,85657,3945.103033507003,31599,2382.422601177492,0.7101510553980335,0.2619758245038054
2014,Rented,50-80,163829,5554.855451503573,62351,3465.5564204074826,7421,1021.2490342822074,0.38058585476319823,0.04529723064903039
2014,Rented,80-100,71764,3620.8231431210193,12978,1587.6886339377052,1714,657.3789400885285,0.18084276238782676,0.023883841480408004
2014,Rented,100+,212412,6226.95522882924,8166,1234.4641782257866,1558,517.573210437879,0.03844415569741823,0.007334802176901493
2015,Owned or being bought (loan),0-30,75132,2993.916597869696,62325,2737.3797282124187,48212,2422.3179669457923,0.8295400095831337,0.6416972794548261
2015,Owned or being bought (loan),30-50,100521,3650.039302701306,57537,2813.83866144996,30960,2054.066447228552,0.5723878592532904,0.30799534425642405
2015,Owned or being bought (loan),50-80,185309,5005.017875827427,80568,3511.0065936933847,22088,1791.1542893185951,0.4347765084264661,0.11919550588476545
2015,Owned or being bought (loan),80-100,130673,4166.579719844439,38234,2435.802913786476,5260,842.4366151537904,0.29259296105545907,0.04025315099523238
2015,Owned or being bought (loan),100+,826046,10109.29506141603,60125,2852.5603462059626,6814,930.4697710956016,0.07278650341506405,0.008248935289318029
2015,Rented,0-30,135828,4797.582105495862,111064,4403.724537395113,90829,3994.320068037886,0.8176811850281238,0.6687060105427453
2015,Rented,30-50,128169,4959.975701057795,94469,4251.687835792073,35939,2661.88519065231,0.7370659051720775,0.2804032176267272
2015,Rented,50-80,163153,5525.8312914756225,75133,3917.7586497093266,11320,1511.4793919963122,0.4605063958370364,0.06938272664308962
2015,Rented,80-100,83761,3955.77255047947,15729,1661.1214483156486,2426,680.5901889038205,0.1877842910184931,0.02896336003629374
2015,Rented,100+,223366,6310.779479993212,9783,1268.9959750272992,1608,529.8958634433552,0.043798071326880544,0.007198947019689658
2016,Owned or being bought (loan),0-30,74280,3130.596579402402,63909,2953.1268541016225,50939,2650.5480210613923,0.8603796445880453,0.6857700592353257
2016,Owned or being bought (loan),30-50,98493,3504.418945809023,54265,2688.0728650951623,31446,2127.86887527557,0.5509528595940828,0.319271420303981
2016,Owned or being bought (loan),50-80,187155,5007.1044118613745,84684,3515.346700028982,27724,1939.9522837232478,0.45248056423819827,0.14813389970879753
2016,Owned or being bought (loan),80-100,124143,4011.733608706478,34938,2109.7593896158683,4378,657.463452381238,0.2814335081317513,0.03526578220278227
2016,Owned or being bought (loan),100+,876457,10398.392457066757,61781,2829.369875964209,5381,885.2994378857892,0.07048948208525918,0.006139491155869598
2016,Rented,0-30,139243,5151.875491300262,113756,4717.814966671506,95821,4324.729092611497,0.8169602780750199,0.6881566757395344
2016,Rented,30-50,121271,4931.20922518974,94385,4361.585943246126,46325,3153.156184711551,0.7782981916534044,0.3819956955908667
2016,Rented,50-80,153978,5199.000403604727,75278,3683.14357493123,15053,1645.2519154212775,0.4888880229643196,0.09776071906376235
2016,Rented,80-100,82152,3897.583154048231,21106,1969.941838335834,1663,535.6735438771185,0.25691401304898237,0.020242964261369168
2016,Rented,100+,230426,6232.6969458251815,12535,1361.0641445666456,969,304.0931750614278,0.054399243140964997,0.004205254615364586
2017,Owned or being bought (loan),0-30,83934,3441.0476187619347,69293,3134.635550937336,55433,2854.864263191091,0.8255653251364167,0.6604355803369314
2017,Owned or being bought (loan),30-50,99075,3627.142758344803,54180,2758.4410957877762,30191,2092.66443932944,0.5468584405753217,0.3047287408528892
2017,Owned or being bought (loan),50-80,190066,5104.46879234135,80152,3464.551529176693,23280,1926.5117519696878,0.4217061441814948,0.12248376879610241
2017,Owned or being bought (loan),80-100,136929,4149.999586737263,38105,2221.434065387986,5406,781.9366166118733,0.27828290573947084,0.03948031461560371
2017,Owned or being bought (loan),100+,878710,10382.676355552154,62275,2899.9975069012867,5970,1154.9991894686873,0.07087093580362122,0.006794050369291348
2017,Rented,0-30,129957,4672.860258173271,105661,4290.170190250208,88355,3951.7345275825833,0.8130458536285079,0.6798787291180929
2017,Rented,30-50,113112,4485.7746474317555,85609,3971.5507371467825,39100,2652.118714528987,0.7568516160973194,0.34567508310347267
2017,Rented,50-80,159977,5397.583682750898,84597,4049.0906774191594,12539,1450.9927731017592,0.5288072660444939,0.07838001712746208
2017,Rented,80-100,84910,4011.4723924114824,20962,1931.4008343296362,2362,702.6079538833818,0.24687315981627606,0.02781768931810152
2017,Rented,100+,236435,6490.7676994001195,15864,1810.3063562888271,688,343.1690788532053,0.0670966650453613,0.0029098906676253517
2018,Owned or being bought (loan),0-30,86285,3434.1070033344,71535,3163.8184852021823,56236,2853.424427647082,0.8290548762820884,0.6517471171118966
2018,Owned or being bought (loan),30-50,110342,3816.2715458033135,61389,2976.3228614000723,31328,2118.1945899812613,0.5563520690217687,0.28391727538018163
2018,Owned or being bought (loan),50-80,197575,5265.631182502821,83185,3570.8092054996937,22214,1834.870210636514,0.42102998861191954,0.11243325319498924
2018,Owned or being bought (loan),80-100,140514,4307.376775898565,38091,2256.184541906555,4065,610.5934284567552,0.2710833084247833,0.028929501686664673
2018,Owned or being bought (loan),100+,877905,10345.225741584041,62692,2878.760165782139,7491,958.016887787227,0.07141091575967787,0.00853281391494524
2018,Rented,0-30,133344,5153.318043811276,106734,4631.855724967763,86327,4132.891903332727,0.8004409647228222,0.6474007079433646
2018,Rented,30-50,128349,5118.106649395834,99457,4584.383121054122,47498,3232.8844687858746,0.7748950128166172,0.3700691084465013
2018,Rented,50-80,155524,5302.614731245366,80342,3854.659371011076,14775,1578.0330152619715,0.516589079498984,0.09500141457267046
2018,Rented,80-100,90077,4004.5193519992436,23044,2018.4377042645217,1986,497.30048925744194,0.2558255714555325,0.022047803545855213
2018,Rented,100+,234852,6714.4186357405315,13888,1641.9823612092212,834,340.22697808249035,0.05913511488086114,0.003551172653415768
2019,Owned or being bought (loan),0-30,87115,3612.571436774134,71285,3286.4750621161234,57822,3036.124452272802,0.8182861734488894,0.6637433277851116
2019,Owned or being bought (loan),30-50,113049,4105.259741994625,63038,3158.6592825300463,33793,2346.618467054567,0.5576166087271891,0.2989234756609966
2019,Owned or being bought (loan),50-80,190726,5376.640264349895,85408,3798.9858658127173,26245,2302.321187224302,0.4478047041305328,0.1376057800195044
2019,Owned or being bought (loan),80-100,145852,4543.7932635496345,41903,2440.373292230314,6403,855.2623256710771,0.28729808298823467,0.043900666428982806
2019,Owned or being bought (loan),100+,932578,10974.403748849221,73384,3473.2827531313033,7330,1407.6678932494713,0.07868939649015953,0.00785993235954526
2019,Rented,0-30,133038,5263.078513412555,105355,4761.4481644313755,90320,4400.282060689402,0.7919165952584976,0.6789037718546581
2019,Rented,30-50,112502,4739.39270845203,86059,4114.382435136495,37877,2627.6667714684086,0.7649552896837389,0.3366784590496169
2019,Rented,50-80,152292,5548.556529428576,83327,4074.227735170065,12521,1660.0876705572223,0.5471528379691645,0.08221705670685263
2019,Rented,80-100,98582,4621.661362542808,23930,2220.3121490339267,1294,452.00435230650896,0.24274208273315614,0.013126128502160639
2019,Rented,100+,248964,6832.897405957852,12088,1551.5336210065075,1277,506.90354205836456,0.048553204479362476,0.005129255635352902
2021,Owned or being bought (loan),0-30,99771,3656.4084093501824,83474,3319.4245582675862,65021,2916.344825835118,0.836655942107426,0.651702398492548
2021,Owned or being bought (loan),30-50,118204,3970.559265276006,66318,3032.3800841696334,40676,2469.5901289463673,0.5610470034854996,0.3441169503570099
2021,Owned or being bought (loan),50-80,229863,5809.853592877772,102728,4017.8112488776064,28960,2021.1086076853055,0.4469096809838904,0.12598808855709706
2021,Owned or being bought (loan),80-100,147673,4687.240739613248,44660,2617.790540168864,7421,1119.3061111558773,0.3024249524286769,0.05025292368950316
2021,Owned or being bought (loan),100+,942025,11460.686945482243,68459,3212.3802865665684,5513,907.3142934969733,0.07267216899763806,0.005852286298134338
2021,Rented,0-30,138722,5115.22878494411,113221,4686.553750575749,99830,4467.222750697441,0.8161719121696631,0.7196407202894999
2021,Rented,30-50,114912,4839.789486797506,88408,4323.440224539378,45391,3097.117022094792,0.769353940406572,0.3950066137566138
2021,Rented,50-80,170312,5828.824769782244,93863,4318.511855942911,13277,1498.0165967226644,0.551123819813049,0.07795692611207666
2021,Rented,80-100,81928,3948.603447946822,22117,1968.890294342495,1230,325.22931714468996,0.2699565472121863,0.01501318230641539
2021,Rented,100+,239790,6793.257323225103,14841,1548.6867139932285,2177,522.3127877800102,0.06189165519829851,0.009078777263438842
2022,Owned or being bought (loan),0-30,121155,4238.333472021336,99951,3891.5107538272455,79905,3551.3275418597505,0.8249845239569147,0.6595270521233131
2022,Owned or being bought (loan),30-50,136796,4479.522754641391,74426,3286.9906721286047,41211,2519.4122213990495,0.5440656159536829,0.3012588087370976
2022,Owned or being bought (loan),50-80,238677,5887.535559844361,101324,4053.515299833838,28364,2042.343439028929,0.42452351923310583,0.11883843017969892
2022,Owned or being bought (loan),80-100,168557,4996.594331072855,43728,2569.6650421974814,5029,827.3360583940395,0.2594255949026145,0.029835604572933785
2022,Owned or being bought (loan),100+,913513,11152.63044746445,63961,3216.850995675016,6710,902.3124413075592,0.07001651864833888,0.0073452704011875035
2022,Rented,0-30,154588,5744.550738588961,127319,5359.213272124509,106366,4920.833664730181,0.8236020907185552,0.6880611690428753
2022,Rented,30-50,127881,5246.456801347801,101908,4820.766422092854,51211,3342.3556724228915,0.7968971152868682,0.4004582385186228
2022,Rented,50-80,162483,5713.215437094038,87801,4345.545154455695,12954,1636.2021121939802,0.5403703772086926,0.0797252635660346
2022,Rented,80-100,91357,4331.13755782989,23465,2058.7433237444875,1633,509.9101338069887,0.2568495025011767,0.017874930218811914
2022,Rented,100+,248663,6937.502444079868,13713,1580.6985435999354,2566,621.3669280852337,0.05514692575895891,0.01031918701214093
2023,Owned or being bought (loan),0-30,119932,4072.8377322997812,101783,3812.884504365182,82230,3481.3291271226667,0.8486725811293067,0.685638528499483
2023,Owned or being bought (loan),30-50,134626,4175.477172114352,74837,3204.6066139701065,38982,2395.34706700062,0.5558881642476193,0.2895577377326817
2023,Owned or being bought (loan),50-80,243673,5964.4794715180415,100404,4013.5007940360742,30919,2205.0384948417286,0.4120440098000189,0.12688726284816126
2023,Owned or being bought (loan),80-100,170954,4924.155705862324,46045,2710.104843856468,7128,995.3834609290602,0.2693414602758637,0.041695426839968644
2023,Owned or being bought (loan),100+,911714,11322.115520586078,78775,3808.017383563564,9678,1175.5257562495444,0.08640319222914203,0.01061517098563804
2023,Rented,0-30,163542,6096.64984799256,137304,5716.540555805764,118099,5376.823304204346,0.83956414865906,0.7221325408763498
2023,Rented,30-50,126068,5204.215019130172,97512,4710.374324595084,46481,3318.3457994456912,0.7734873243011708,0.36869784560713265
2023,Rented,50-80,184622,6453.468187066089,101204,4845.180799128653,12131,1516.6708282854086,0.5481686906219194,0.06570722882430047
2023,Rented,80-100,98664,4671.10439751924,23206,2205.6650319765854,912,375.2813469405107,0.23520230276493959,0.009243493067380199
2023,Rented,100+,247868,7184.648664651599,11125,1316.1054396457935,1148,418.66315837606555,0.04488276017880485,0.004631497409911727
